_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3184428,324320802,23172540,6,2023-10-29T02:00:00,"300 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2205,1,1,-80.00963634854578,40.454910356150975
3184429,324322688,23172528,6,2023-10-30T04:20:00,"10 Block Soffel St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1915,4,5,-80.01209225755765,40.419709584258406
3184430,324324628,23172556,0,2023-10-30T06:52:00,"Oakland Ave & Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): ,405,3,3,-79.95697438101755,40.44157181745245
3184431,324342448,23172571,6,2023-10-23T14:35:00,"Divinity St & Lithgow Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle,2614,6,1,-80.01053791116055,40.4635346457281
3184432,324051573,23169722,0,2023-10-25T17:10:00,"3900 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2602,1,1,-80.01811728715778,40.489621606212864
3184433,324101380,23170176,99,2023-10-25T16:20:00,"East St & Royal St Pittsburgh, PA 15212",N,Spring Hill-City View,1,FOUND PROPERTY,9489 Found Property,2620,1,1,-79.99974993373941,40.46598574249288
3184434,324116623,23170177,10,2023-10-26T11:37:00,"1100 Block Portland St Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1102,7,2,-79.92334034838835,40.4751570422054
3184435,324172553,23170717,6,2023-10-27T09:00:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2304,1,1,-80.00090780760613,40.450893557101246
3184436,324179947,23166641,20,2023-10-17T16:24:00,"900 Block Tyndall St Pittsburgh, PA 15204",Y,Sheraden,6,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,2022,2,5,-80.0574409776874,40.45359554941613
3184437,324182975,23170779,27,2023-10-26T11:40:00,"S Bouquet St & Roberto  Vera  Clemente Dr Pittsburgh, PA 15205",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,406,3,3,-79.95436553262375,40.440807807873426
3184438,323839986,23168270,99,2023-10-23T10:44:00,"5000 Block Columbo St Pittsburgh, PA 15224",N,Garfield,5,AIDED CASE,9497 Aided Case,1016,,,,
3184439,324131448,23170331,4,2023-10-26T15:37:00,"600 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement.,1918,4,5,-80.02241906841608,40.39525135526513
3184440,324152724,23170673,27,2023-10-27T07:05:00,"800 Block N Atlantic Ave Pittsburgh, PA 15224",N,Garfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1016,,,,
3184441,324174519,23170733,27,2023-10-27T09:00:00,"6300 Block Marchand St Pittsburgh, PA 15206",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,708,8,2,-79.92235926619887,40.45720383333771
3184442,324185437,23170088,99,2023-10-26T09:28:00,"2500 Block Library Rd Pittsburgh, PA 15234",N,Overbrook,3,FOUND PROPERTY,9489 Found Property,3207,4,5,-79.99645509519705,40.38208661068276
3184443,324185752,23170827,27,2023-10-27T11:55:00,"40th St & Willow St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.96497382950207,40.470862553352525
3184444,324190973,23170877,18,2023-10-27T13:38:00,"Parkhurst St & Hazlip Way Pittsburgh, PA 15212",Y,Central North Side,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,2206,1,1,-80.00653598003765,40.45672135559787
3184445,323387465,23164313,14,2023-10-16T07:30:00,"2500 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,203,7,6,-79.97982267570714,40.453952793733805
3184446,323411056,23164368,0,2023-10-16T11:23:00,"300 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,201,6,6,-80.00626004490198,40.44057020141844
3184447,323421940,23164459,6,2023-10-16T14:30:00,"2600 Block West Liberty Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1919,7,6,-79.97667782309637,40.45437084118176
3184448,323424758,23164443,10,2023-10-16T14:00:00,"2400 Block Rosegarden Rd Pittsburgh, PA 15220",Y,Banksville,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(3) Harassment No Legitimate Purpose / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2023,2,5,-80.04414788997622,40.40862989768456
3184449,323427244,23164442,0,2023-10-16T17:10:00,"200 Block Cedarville St Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,802,,,,
3184450,323431995,23164494,0,2023-10-16T15:10:00,"Saw Mill Run Blvd & Woodruff St Pittsburgh, PA 15220",N,Duquesne Heights,3,99,3744 Duty to Give Information and Render Aid,1911,2,5,-80.01992994986395,40.425872823817116
3184451,323432897,23164445,6,2023-10-16T14:00:00,"200 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2205,1,1,-80.00888146282932,40.45523228138285
3184452,323538701,23165371,0,2023-10-18T07:34:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): Commerical Class (Fire),2614,,,,
3184453,325219451,23179364,0,2023-11-11T17:40:00,"1200 Block Success St Pittsburgh, PA 15212",Y,California-Kirkbride,1,99,9994 PFA Service,2507,6,1,-80.02545182078792,40.46275594569012
3184454,325223434,23179415,0,2023-11-11T19:40:00,"100 Block Milroy St Pittsburgh, PA 15214",N,Perry South,1,99,9994 PFA Service,2615,,,,
3184455,325224707,23179440,0,2023-11-11T21:00:00,"100 Block Anderson St Pittsburgh, PA 15212",N,North Shore,1,99,9994 PFA Service,2205,1,6,-79.99936183604733,40.44863837419596
3184456,325225942,23179457,0,2023-11-11T21:40:00,"6200 Block North Way Dr Pittsburgh, PA 15237",N,Outside City,OSC,99,9999 9999 - (Misc. Incident): Suspicious vehicle,5599,,,,
3184457,325231203,23179078,27,2023-11-11T06:21:00,"300 Block Cedarcove St Pittsburgh, PA 15227",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2904,4,3,-79.97395754727947,40.390843759175155
3184458,325231533,23179601,18,2023-11-12T04:00:00,"Lincoln Ave & Lemington Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 1786 Required Financial Responsibility. / 4524 Windshield Obstructions and Wipers. / 1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1201,9,2,-79.89605038674367,40.46875700418866
3184459,325234438,23179628,10,2023-11-03T08:00:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,SIMPLE ASSAULT,2701 Simple Assault.,2204,,,,
3184460,-3698000272,23179729,99,2023-11-12T12:44:00,"700 Block Bryn Mawr Rd Pittsburgh, PA 15219",N,Upper Hill,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),506,6,3,-79.96249329748396,40.45319981777354
3184461,324495800,23173544,4,2023-11-01T07:16:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement.,1301,9,2,-79.8864602237102,40.45937083543133
3184462,324655228,23174816,0,2023-11-03T11:20:00,"1500 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident): (Mental Health),305,6,3,-79.98592197254293,40.44136563782706
3184463,324872176,23173610,0,2023-11-07T10:30:00,"1900 Block Capital Ave Pittsburgh, PA 15226",N,Brookline,6,99,"601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",1917,4,5,-80.01858460322094,40.40389279920999
3184464,323792846,23168010,10,2023-10-22T19:10:00,"1300 Block Complete St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2715,,,,
3184465,323792865,23168014,3,2023-10-22T19:25:00,"1500 Block Fernland St Pittsburgh, PA 15210",N,Arlington,3,ROBBERY,3701 Robbery.,1603,,,,
3184466,323792963,23167985,99,2023-10-22T18:07:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2304,1,1,-80.00090780760613,40.450893557101246
3184467,323793803,23168026,10,2023-10-22T19:55:00,"100 Block Rochelle St Pittsburgh, PA 15210",Y,Knoxville,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",3001,3,5,-79.9881100868171,40.41517506813512
3184468,323795626,23168013,99,2023-10-19T13:00:00,"400 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,LOST PROPERTY,9504 Lost Property,201,6,6,-79.99932299068531,40.438786987511165
3184469,323805972,23168125,10,2023-10-23T01:33:00,"7100 Block Frankstown Ave Pittsburgh, PA 15208",Y,Homewood North,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503 Criminal Trespass / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 607.07 Carrying Fascimiles of Firearms Prohibited,1302,9,2,-79.89850047114125,40.457897834746824
3184470,323814993,23168180,14,2023-10-23T06:35:00,"1300 Block Nelson St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1203,,,,
3184471,323831715,23165358,5,2023-10-18T06:38:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Westwood,2,BURGLARY,"3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 6301 Corruption of Minors.",103,6,6,-79.99318468129471,40.43507182089466
3184472,323833346,23166792,0,2023-10-20T14:44:00,"Reedsdale St & Fontella St Pittsburgh, PA 15233",N,Chateau,1,DUI - GENERAL IMPAIRMENT,1786 Required Financial Responsibility. / 3802(a)(1) DUI - General Impairment,2108,6,6,-80.02069784300731,40.44787199825892
3184473,323588619,23165762,18,2023-10-18T20:15:00,"Frankstown Ave & Tyson St Pittsburgh, PA 15221",Y,Homewood North,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,1301,9,2,-79.88541749880208,40.4551919973086
3184474,323594498,23165859,0,2023-10-19T00:01:00,"Brushton Ave & Frankstown Ave Pittsburgh, PA 15221",Y,Homewood South,5,99,627.02(b)(i) Possessing a small amount of marijuana,1304,9,2,-79.88809638571746,40.45553443888364
3184475,323919447,23168819,6,2023-10-24T08:05:00,"400 Block Smithfield St Pittsburgh, PA 15219",Y,North Oakland,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 13(a)(32) Paraphernalia - Use or Possession",404,6,6,-79.99932299068531,40.438786987511165
3184476,324761489,23176184,27,2023-11-05T23:59:00,"2900 Block Stafford St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,2018,2,5,-80.05047270151634,40.456740537642524
3184477,324813676,23176478,6,2023-11-06T00:01:00,"6400 Block Apple Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",1203,,,,
3184478,324814408,23176500,6,2023-11-06T09:30:00,"900 Block kennebec St Pittsburgh, PA 15217",N,Greenfield,4,THEFT FROM AUTO,3934 Theft from Vehicle,1517,5,3,-79.9318323698343,40.42510591454758
3184479,324815510,23176508,27,2023-11-06T14:30:00,"10 Block Roscoe St Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1706,3,3,-79.9788086685972,40.42346727034399
3184480,324815761,23176517,11,2023-10-31T00:01:00,"5600 Block Beacon St Pittsburgh, PA 15217",N,Squirrel Hill South,4,IDENTITY THEFT,4120 Identity Theft,1413,5,3,-79.92738761337134,40.433927252444434
3184481,324821348,23176557,99,2023-11-06T09:30:00,"2500 Block Wylie Ave Pittsburgh, PA 15219",N,Middle Hill,2,LOST PROPERTY,9504 Lost Property,501,6,3,-79.97167571481548,40.44811067039392
3184482,324822038,23176575,14,2023-11-06T15:00:00,"1100 Block Paulson Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1203,9,2,-79.90582277856117,40.46712144478173
3184483,324832610,23176654,6,2023-11-06T00:01:00,"1300 Block Rescue St Pittsburgh, PA 15212",N,Spring Hill-City View,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery.,2620,1,1,-79.9922192121857,40.46678330030244
3184484,324834177,23176667,6,2023-11-06T18:00:00,"300 Block Ophelia St Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,409,6,3,-79.96327758727959,40.43494756887175
3184485,324834154,23176647,0,2023-11-06T19:00:00,"100 Block Auburn St Pittsburgh, PA 15206",N,Larimer,5,99,9999 9999 - (Misc. Incident): ,1208,,,,
3184486,324834634,23176676,6,2023-11-06T19:00:00,"3500 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,603,7,2,-79.96438293120809,40.461540596156816
3184487,324834957,23176677,6,2023-11-06T19:39:00,"1900 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,,,,
3184488,324835294,23176685,6,2023-11-06T19:55:00,"1900 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,,,,
3184489,324837570,23176503,10,2023-11-06T15:30:00,"4700 Block Cypress St Pittsburgh, PA 15224",N,Bloomfield,5,HARRASSMENT,2709 Harassment (Non-Specific),802,7,2,-79.94902828932562,40.459864358709304
3184490,325341218,23180394,10,2023-11-13T18:55:00,"800 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,201,6,6,-79.99909608680433,40.443298681206606
3184491,324188867,23165806,10,2023-10-18T20:50:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,East Hills,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment.,103,6,6,-79.99318468129471,40.43507182089466
3184492,324196615,23170922,6,2023-10-27T14:30:00,"5400 Block Coral St Pittsburgh, PA 15206",N,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,806,9,2,-79.93725975492305,40.46326033202437
3184493,324197841,23170958,6,2023-10-27T15:40:00,"1700 Block Brighton Pl Pittsburgh, PA 15212",N,California-Kirkbride,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2507,6,1,-80.0158935817082,40.45852906657205
3184494,324200429,23171005,0,2023-10-25T11:00:00,"2600 Block Shadeland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,2715,,,,
3184495,324218566,23171339,6,2023-10-28T05:20:00,"1000 Block N Sheridan Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle,1106,7,2,-79.91687105614291,40.47245879432285
3184496,324478668,23173160,10,2023-10-23T23:30:00,"Eden  Way Pittsburgh, PA 15201",Y,Central Lawrenceville,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",901,,,,
3184497,324510085,23173703,0,2023-11-01T13:15:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9993 PFA Service with Weapons Supplement,305,6,3,-79.97998240539275,40.44358891030736
3184498,324576139,23174160,10,2023-11-01T09:15:00,"200 Block Stanwix St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT,2709(a) Harassment.,201,6,6,-80.00488340744737,40.4398315923209
3184499,324577813,23174206,99,2023-11-02T10:35:00,"800 Block Allegheny Ave Pittsburgh, PA 15233",N,Chateau,1,LOST PROPERTY,9504 Lost Property,2108,1,1,-80.01840365796008,40.45093493018014
3184500,324858938,23176831,5,2023-11-07T03:30:00,"400 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,BURGLARY,3502 Burglary.,201,6,6,-79.99932299068531,40.438786987511165
3184501,324877215,23176920,3,2023-11-07T10:33:00,"Market St Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-80.00446223461844,40.43791823751137
3184502,324912566,23176992,0,2023-11-07T13:34:00,"200 Block N Braddock Ave Pittsburgh, PA 15221",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): Possible fall,1405,,,-79.86144626413638,40.423214847367774
3184503,323950843,23168929,27,2023-10-24T09:30:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,507,6,3,-79.95199168900636,40.451909654279476
3184504,324422945,23173085,0,2023-10-31T11:40:00,"900 Block Liberty  St McKees rocks, PA 15136",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-80.0790283967255,40.471526134017246
3184505,324588808,23173738,0,2023-11-01T14:08:00,"100 Block Renova St Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1515,5,3,-79.93940734917422,40.40049087678556
3184506,324652126,23174732,99,2023-11-03T08:05:00,"400 Block St. Joseph Ave Pittsburgh, PA 15210",N,South Side Flats,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1702,,,,
3184507,-3548164685,23176422,6,2023-11-05T14:19:00,"200 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,2,5,-80.01086390681444,40.42437057773013
3184508,324883434,23171433,10,2023-10-28T02:53:00,"3600 Block Dawson St Pittsburgh, PA 15213",Y,Central Oakland,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 5506 Loitering and Prowling at Night / 7507.1 Invasion Privacy - Victim Full or Part Nude,406,3,3,-79.95253548882393,40.43624621981158
3184509,324979782,23177529,0,2023-11-08T11:20:00,"900 Block Western Ave Pittsburgh, PA 15233",N,Allegheny West,1,99,9999 9999 - (Misc. Incident): Non Reportable Accident,2201,1,1,-80.01670483212999,40.452108632293964
3184510,325259211,23179803,0,2023-11-12T17:00:00,"1800 Block Realty Ave Pittsburgh, PA 15216",N,Beechview,6,99,"601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",1920,,,,
3184511,325275748,23180039,5,2023-11-13T02:46:00,"2900 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,4,BURGLARY,3502 Burglary.,2715,1,1,-80.02702913851068,40.47179513973506
3184512,324202923,23170998,99,2023-10-27T17:42:00,"4800 Block Kincaid St Pittsburgh, PA 15224",Y,Garfield,5,MENTAL 201/302,9498 302 (Mental),1017,9,2,-79.9458976624422,40.46770087062555
3184513,323851661,23168334,18,2023-10-23T08:00:00,"6600 Block Brainard St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9124 Drug Investigation,1203,9,2,-79.90139160112993,40.46839560815564
3184514,323870184,23168438,0,2023-10-23T15:00:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9994 PFA Service,2620,1,1,-79.99361351005419,40.46659027664096
3184515,323873832,23168473,10,2023-10-23T15:30:00,"400 Block mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2609,1,1,-80.00190476088557,40.479837220529895
3184516,323875101,23168509,0,2023-10-23T17:00:00,"1200 Block Itin St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9994 PFA Service,2620,1,1,-79.99218563021509,40.462050277762586
3184517,323877609,23168492,10,2023-10-23T16:38:00,"100 Block Washington Pl Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,,,-80.06151183139382,40.34406027989262
3184518,323877669,23168574,26,2023-10-23T15:00:00,"200 Block Alpine Ave Pittsburgh, PA 15212",N,Central North Side,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,2503,6,1,-80.00975557143488,40.45846253541039
3184519,323878238,23168512,10,2023-10-23T16:38:00,"100 Block Washington Pl Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,201,,,-80.06151183139382,40.34406027989262
3184520,323881012,23168382,6,2023-10-23T13:35:00,"Market St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-80.00446223461844,40.43791823751137
3184521,323881077,23168604,3,2023-10-23T18:54:00,"800 Block Oakwood St Pittsburgh, PA 15221",N,Homewood South,5,ROBBERY,3701 Robbery. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1304,9,2,-79.88564970850098,40.454063026176165
3184522,323884539,23168528,99,2023-10-23T17:20:00,"2900 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,MENTAL 201/302,9498 302 (Mental),2018,2,5,-80.0504243954382,40.45572961316996
3184523,323884788,23168417,6,2023-10-22T21:00:00,"100 Block 6th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-80.00274190443444,40.44404737191309
3184524,323885212,23168642,6,2023-10-23T10:00:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-80.00162376467925,40.441780954713906
3184525,323629054,23166053,6,2023-10-19T11:15:00,"100 Block W Woodford Ave Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2901,4,3,-79.98778800228229,40.39331401277372
3184526,323834566,23168267,99,2023-10-19T12:00:00,"100 Block Station Square Dr E Pittsburgh, PA 15210",N,East Liberty,3,DRUG INVESTIGATION,9124 Drug Investigation,1115,2,5,-80.00364780244968,40.43339608462265
3184527,323940794,23168883,6,2023-10-24T10:33:00,"5500 Block Howe St Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,703,8,2,-79.9331787267846,40.450227230683254
3184528,323942988,23168902,27,2023-10-24T11:12:00,"Coral St & S Evaline St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,809,7,2,-79.9412743405488,40.46416128856545
3184529,324012292,23169410,27,2023-10-25T07:23:00,"5500 Block Walnut St Pittsburgh, PA 15232",Y,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,703,8,2,-79.93365937797103,40.451044387151924
3184530,324015303,23169392,17,2023-10-25T06:15:00,Zone 5,N,,5,SEXUAL ABUSE OF CHILDREN,6312 Sexual Abuse of Children.,,,,,
3184531,-3518583336,23167393,99,2023-10-21T16:22:00,"200 Block Emerson St Pittsburgh, PA 15206",Y,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),708,,,-79.90437390182326,40.38563835328233
3184532,324804381,23176346,0,2023-11-06T10:00:00,"1200 Block Ingham St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9997 Overdose Death,2704,1,1,-80.02665541126612,40.46700479553413
3184533,324846339,23176818,0,2023-11-05T06:48:00,"W Carson St & Corliss St Pittsburgh, PA 15204",N,Esplen,6,99,9999 9999 - (Misc. Incident): Non-reportable crash involving city property  / 1543 Driving While Operating Privilege is Suspended or Revoked.,2017,2,5,-80.03937056126962,40.45289374220698
3184534,324879103,23176931,99,2023-11-07T10:58:00,"Allegheny Ave & W North Ave Pittsburgh, PA 15233",Y,Manchester,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2107,1,1,-80.01943276808193,40.453109938511055
3184535,324892971,23176960,6,2023-11-07T12:25:00,"500 Block Smithfield St Pittsburgh, PA ",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.99811947171193,40.44034004199207
3184536,324902387,23176461,27,2023-11-06T14:19:00,"Bayard St & N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid / 1785 Proof of Financial Responsibility Following Accident.,404,8,3,-79.95074178170645,40.44980808763346
3184537,324906163,23176997,6,2023-11-07T13:30:00,"400 Block Liberty Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-80.00569080342841,40.44096980907435
3184538,323569030,23165524,0,2023-10-18T12:52:00,"700 Block Filbert St Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,703,8,2,-79.93388235282049,40.45252088546745
3184539,323665490,23166422,0,2023-10-19T22:29:00,"2800 Block East St Pittsburgh, PA 15214",N,Northview Heights,1,99,8106 Shots Fired,2609,6,1,-80.0051896288551,40.47467135802793
3184540,323836366,23168311,0,2023-10-23T11:30:00,"1300 Block Denisonview St Pittsburgh, PA 15205",N,Westwood,6,99,9994 PFA Service,2811,2,5,-80.04939215716624,40.43579633802228
3184541,323882289,23168647,0,2023-10-23T20:23:00,"1500 Block Belasco Ave Pittsburgh, PA 15216",N,Beechview,6,99,9994 PFA Service,1916,,,,
